bought,region,size,oldest,income,children,race,connection,hispanic
10.79,4,2,4,2,1,1,0,1
0.99,3,3,11,3,1,1,1,0
54.48,3,2,4,1,1,1,1,0
70.24,3,2,11,6,0,2,1,0
10,3,4,11,7,1,2,1,0
2,1,2,5,4,0,1,1,0
43.22,3,2,9,7,0,1,1,0
226.86,3,4,8,7,1,3,1,0
37.8,4,5,6,1,1,1,1,0
133.08,4,3,6,7,1,1,1,1
28.35,3,2,4,4,0,1,1,0
112.31,4,2,11,7,0,1,1,0
342.02,1,4,9,7,1,1,1,1
200.28,2,1,4,4,0,1,1,1
63.54,1,1,3,3,0,1,1,1
220.25,3,2,5,2,1,1,1,0
97.17,3,6,10,5,1,1,1,0
157.43,3,4,9,7,0,1,1,0
77.78,1,3,3,7,1,1,1,0
195.08,3,4,8,7,1,1,1,0
129.85,1,3,11,5,1,1,1,0
39.49,4,2,2,1,0,1,1,0
88.68,3,3,5,7,1,1,1,0
614.4,1,4,9,1,1,2,1,0
47.88,3,1,3,3,0,1,1,0
32.68,3,2,8,4,1,1,1,0
12.99,1,3,8,2,1,2,1,0
172.83,4,3,5,4,1,3,1,1
144.94,2,2,11,4,0,1,1,0
34.56,4,4,7,1,1,5,1,1
74.99,3,4,7,7,1,1,1,0
114.73,2,2,11,1,1,1,1,0
219.13,1,4,9,7,1,1,1,0
118.86,4,3,6,7,1,1,1,0
2.21,3,4,7,5,1,1,1,0
9.49,3,2,9,1,0,1,1,0
12.99,4,4,4,7,1,1,1,0
24.43,1,4,11,3,1,1,1,0
46.6,1,4,9,5,1,1,1,0
59.99,2,2,5,6,1,1,1,0
41.58,3,5,9,4,1,1,1,0
129.99,4,4,7,2,1,1,1,0
94.31,3,4,9,4,1,2,1,0
187.67,2,3,6,6,0,1,1,0
86.63,1,3,9,6,1,1,1,0
295.42,2,2,7,3,0,1,1,0
85.4,2,2,8,5,0,1,1,0
44.93,4,3,6,3,1,1,1,0
9.9,3,3,9,7,1,1,1,0
62.19,2,4,6,7,1,1,1,0
30.13,4,2,7,3,1,1,1,1
18.29,4,2,8,5,0,1,1,1
49.97,4,2,7,4,0,1,0,1
217.72,3,4,8,4,1,1,1,0
246.06,1,2,8,5,1,1,1,0
25.83,3,2,4,4,1,1,1,0
66.39,2,2,11,1,0,1,1,1
246.49,1,2,6,6,1,1,1,0
128.94,4,4,11,7,1,1,1,0
91.86,3,3,9,6,1,1,1,0
15.78,3,3,5,5,1,1,1,0
86.1,3,4,10,5,1,2,1,0
39.09,3,2,3,6,1,1,1,0
15.78,3,2,7,4,0,1,1,0
213.1,4,3,7,7,1,1,1,0
49.98,3,2,5,5,0,1,1,0
378.89,1,3,5,6,1,1,1,0
10.36,1,2,6,6,1,1,1,0
53.95,1,3,8,4,1,1,1,0
12.99,3,2,7,6,1,1,1,0
124.38,2,2,3,1,0,1,1,0
57.09,4,2,11,6,0,1,1,0
161.64,1,3,5,5,1,1,1,0
203.21,4,2,9,7,0,1,1,0
63.9,1,3,8,5,1,1,1,0
148.92,3,4,9,3,1,1,1,0
44.91,1,2,6,7,0,1,1,0
15.94,2,2,8,4,0,1,1,0
221.96,3,3,11,2,1,1,1,0
16.48,3,2,2,7,1,1,1,1
999,4,5,9,7,1,1,1,0
192.83,2,2,9,5,0,2,1,0
24.95,2,3,8,1,1,1,1,0
43.52,1,4,7,3,1,1,1,0
38.99,4,3,4,3,0,1,1,0
255.07,1,6,9,7,1,1,1,0
118.94,3,2,8,7,0,1,1,0
20.89,3,5,4,5,1,1,1,0
10.72,2,3,11,5,1,1,1,0
89.23,4,2,2,1,1,1,1,0
76.95,3,1,3,2,0,1,1,1
34.26,4,2,8,6,1,1,1,0
458.29,1,2,5,7,0,1,1,0
132.34,2,4,4,2,0,1,1,1
400.11,3,2,7,5,0,1,1,0
89.99,1,5,9,7,1,1,1,0
204.7,4,2,10,6,1,1,1,0
15.34,3,3,5,6,1,1,1,0
426.81,3,2,4,5,1,1,1,0
37,2,3,9,6,1,1,1,1
113.95,1,2,7,6,0,1,1,0
14.35,3,3,6,5,1,1,1,0
27.19,3,2,5,5,0,1,1,0
27.76,4,2,4,5,0,1,1,0
91.74,3,6,5,7,1,1,1,0
89.96,3,3,6,6,1,2,1,1
14.97,3,2,3,1,1,1,1,1
1.88,2,3,9,5,1,1,1,0
92.95,2,2,8,7,1,1,1,0
25.15,3,2,10,7,0,1,1,0
227.15,1,2,8,6,0,1,1,0
10.17,3,4,7,5,1,1,1,0
87.43,3,2,6,7,1,1,1,0
317.4,4,3,9,7,1,1,1,0
41.05,2,6,6,3,1,1,1,0
8.49,2,6,6,5,1,1,0,1
57.94,1,4,7,7,1,1,1,0
26.37,3,4,3,7,1,1,1,0
49.99,1,3,6,7,0,1,1,0
53.93,4,3,7,5,1,5,1,0
14.99,1,2,7,7,0,1,1,1
40.39,1,4,6,7,1,1,1,0
74.57,1,1,7,6,0,1,1,0
161.51,1,4,5,7,1,1,1,0
4.98,1,3,8,7,1,1,1,0
52.22,2,2,9,6,0,1,1,0
123.81,2,3,10,1,1,1,1,1
52,4,2,11,1,0,3,1,0
47.64,2,5,7,5,0,1,1,0
8.14,2,6,7,7,1,1,1,0
281.82,4,4,7,5,1,1,1,0
85.63,4,4,2,7,1,1,1,1
16.5,4,4,6,1,1,1,1,0
61.3,4,3,7,2,1,2,1,0
27.52,2,5,7,7,1,1,1,0
29.36,1,3,5,5,1,1,1,1
128.38,2,2,6,7,1,1,1,0
174.98,2,3,4,5,1,1,1,0
518.37,2,6,7,7,1,1,1,0
59.99,1,2,6,4,0,1,1,1
113.56,3,6,6,7,1,1,1,0
389.86,1,2,7,7,0,1,1,1
137.98,4,2,8,5,0,5,1,0
99.9,3,3,11,7,1,1,1,0
92.97,1,5,7,7,1,1,1,0
73.98,3,2,9,5,0,1,1,1
58.8,2,2,2,4,0,1,1,0
38.95,1,3,9,5,1,1,1,0
82.67,4,4,7,4,1,1,1,0
31.94,4,2,7,7,0,1,1,0
9.89,3,2,5,5,1,1,1,0
43.97,2,2,5,6,1,1,1,0
0.63,3,3,9,6,1,1,1,0
98.5,1,2,6,4,0,1,1,0
44.14,3,3,7,4,1,1,1,0
14.12,3,2,8,3,1,2,1,0
55.53,3,2,5,7,1,1,1,0
42.78,3,1,2,3,0,1,1,0
130.13,1,3,11,3,1,2,1,1
192.55,2,2,6,6,1,1,1,0
69.95,4,5,10,1,1,1,1,0
341.53,4,5,6,5,1,1,1,0
522.21,3,3,10,7,1,1,1,0
1.13,3,1,5,2,0,1,1,0
45.93,3,2,3,1,1,2,1,0
137.04,3,2,7,7,1,1,1,0
38.97,3,3,9,5,1,1,1,0
40.4,3,4,8,4,1,1,1,0
63.98,2,2,9,6,1,2,1,0
49.25,3,2,11,6,1,1,1,0
205.72,2,3,11,3,1,1,1,0
69.99,4,3,5,7,0,3,1,1
186.01,2,2,7,7,0,1,1,0
17.95,4,5,6,6,1,1,1,0
54.99,3,3,6,1,1,1,1,0
43.65,4,4,7,7,1,1,1,0
44.57,1,5,6,7,1,5,1,0
903.25,1,3,4,4,1,1,1,0
34.1,3,2,6,4,0,1,1,0
62.52,4,2,2,1,0,1,1,0
33.52,3,3,9,5,1,1,1,0
40.36,3,2,8,4,0,2,1,0
117.55,3,4,5,5,1,1,1,0
52.94,2,2,9,7,1,1,0,1
159.48,2,4,8,7,1,1,1,0
9.99,3,5,10,2,1,1,1,0
6.75,3,5,4,3,1,1,1,0
68.3,4,2,5,5,0,1,1,0
52.43,1,4,8,5,1,1,1,1
84.95,3,2,5,6,1,1,1,0
499.22,2,2,11,5,1,1,1,0
2.25,2,2,9,4,0,1,1,1
661.86,3,2,8,6,0,1,1,0
29.36,1,4,7,5,1,1,1,0
21.98,1,5,7,2,1,1,1,1
32.55,1,2,10,5,1,1,1,0
29.99,1,2,8,3,1,1,1,0
32.13,3,2,3,5,0,1,1,1
156.44,3,3,7,7,1,1,1,0
36.74,2,3,9,3,1,1,1,0
69.25,4,3,5,2,1,1,1,0
8.5,3,6,7,1,1,1,1,0
43.95,4,4,7,6,1,1,0,1
121.9,3,5,8,7,1,1,1,0
243.54,4,2,5,3,1,1,1,1
69.99,4,3,9,7,1,1,1,0
15.98,2,2,8,5,1,1,1,0
15.83,1,4,7,4,1,1,1,1
13.57,1,2,10,6,1,1,1,0
428.89,3,2,6,7,0,1,1,0
35.48,1,2,5,5,1,1,1,0
35.38,4,5,7,5,1,5,0,1
392.25,2,5,7,5,1,1,1,0
43.94,2,4,6,5,1,1,1,0
458.2,3,6,5,4,1,1,1,0
100.34,1,3,4,4,1,1,1,1
66.11,4,3,11,5,1,1,1,0
0.7,3,2,4,2,0,1,1,1
643.93,3,2,4,5,0,1,1,0
24.57,3,3,11,5,1,1,1,0
566.45,1,3,10,7,1,1,1,0
143.8,2,1,2,1,0,2,1,0
1.1,3,5,4,7,1,1,1,0
130.95,2,4,11,2,1,1,1,0
210.71,4,2,4,6,0,1,1,0
18.95,3,4,7,7,1,1,1,0
137.7,2,2,6,2,0,2,1,0
209.98,2,3,3,2,0,1,1,0
12.99,1,3,9,5,1,1,1,0
254.97,2,5,5,5,1,1,1,1
47.47,1,2,5,5,1,1,1,1
233.83,2,3,7,6,1,1,1,1
360.89,2,3,9,6,1,1,1,0
30.92,4,2,7,3,1,1,1,0
479.14,1,4,8,7,1,2,1,0
102.7,3,6,5,3,1,1,1,0
24.95,3,5,10,3,1,1,1,0
9.99,3,4,11,4,1,1,1,0
136.43,3,3,7,7,1,1,1,0
2580.63,3,6,7,4,1,1,1,0
13.99,3,2,7,1,0,1,1,0
11.26,3,2,9,7,1,1,1,0
123,4,2,4,1,0,1,1,0
666.37,2,2,9,5,0,1,1,0
246.77,2,3,8,7,1,1,1,0
25.94,3,3,6,5,1,1,1,0
0.16,2,3,7,3,1,1,1,0
52,4,3,8,7,1,1,1,0
68.25,1,5,5,6,1,1,1,0
33.4,3,2,8,1,0,1,1,0
1147.37,1,2,4,5,1,1,1,0
11.5,1,2,7,7,0,1,1,0
11.99,4,4,8,6,1,1,1,0
32.5,2,5,7,5,1,1,1,0
1065.87,3,1,5,5,0,3,1,0
8.78,4,5,4,4,1,1,1,0
53.65,1,5,8,6,1,1,1,0
17.07,1,3,7,7,1,1,1,0
17.99,2,3,4,3,1,1,1,0
19.99,3,1,9,5,0,1,1,1
11.76,1,2,7,1,0,5,1,0
63.8,2,6,10,5,1,1,1,0
137.06,4,2,6,1,0,1,1,0
37.92,3,4,5,5,1,1,1,0
11.95,2,2,6,5,0,1,1,1
213.84,4,6,4,5,1,1,1,0
1212.67,4,4,4,6,1,1,1,0
99.57,2,2,11,4,0,1,1,0
58.96,3,2,5,4,1,1,1,0
938.66,1,2,6,7,1,1,1,0
28.32,3,2,4,6,1,1,1,0
48.99,4,3,3,7,1,1,1,0
143.76,3,2,11,4,1,1,1,0
61.93,4,2,3,6,0,1,1,0
97.16,3,3,3,3,1,1,1,0
31.1,3,3,9,5,1,1,1,0
32,1,3,8,7,1,1,1,0
15.99,3,2,5,7,1,1,1,0
48.31,3,5,8,5,1,1,1,0
10.59,1,3,7,6,1,1,1,0
2.09,1,4,9,7,1,1,1,0
14.43,3,3,2,3,1,1,1,0
387.53,4,4,4,3,1,1,1,0
14.99,1,2,4,3,0,1,1,0
2.17,1,3,6,5,1,1,1,0
17.94,3,3,6,5,1,1,1,0
332.49,3,4,8,5,1,2,1,0
47.92,1,3,6,4,1,1,1,0
11.16,1,3,3,1,1,1,1,0
11.99,1,3,9,6,1,1,1,0
18.85,4,2,5,7,0,1,1,0
0.01,1,5,8,5,1,1,1,0
138.4,3,3,5,1,1,1,1,0
269.93,2,2,7,7,0,1,1,0
16.99,2,4,8,6,1,1,1,0
697.2,4,4,9,6,1,1,1,0
49.47,2,4,9,7,1,1,1,0
13.72,2,2,4,6,0,1,1,0
275.78,2,2,5,4,0,1,1,0
11.03,1,4,9,6,1,1,1,0
106.96,3,2,5,5,0,1,1,0
204.45,4,2,7,5,0,1,1,0
22.37,4,5,8,6,1,1,1,0
54.99,1,3,11,3,1,1,1,0
69.35,1,3,9,1,1,1,1,0
19.95,2,3,7,5,1,1,1,0
243.38,3,4,7,6,1,1,1,1
73.95,3,1,7,4,0,1,1,0
121.59,1,4,5,1,1,1,1,0
56.02,2,4,9,5,1,1,1,0
12.21,1,4,6,5,1,1,1,0
36.74,4,2,10,4,1,1,1,0
259.02,3,3,9,6,1,1,1,0
130.14,3,5,7,5,1,1,0,1
15.49,4,6,7,7,1,1,1,0
162.93,4,5,4,5,1,1,1,0
32.97,2,5,4,5,1,1,1,0
4.49,3,4,5,7,1,1,1,0
138.43,1,4,11,7,1,1,1,0
354.37,2,2,11,7,1,1,1,0
29.92,2,2,4,5,1,1,1,0
49.48,3,5,7,6,1,1,1,0
345.4,1,3,9,5,1,1,1,1
80.92,1,5,9,3,1,1,1,0
83.94,2,2,4,6,0,1,1,0
43.43,3,2,11,5,1,1,1,1
29.2,2,2,8,1,0,1,1,0
147.88,4,2,9,7,0,1,1,1
78.59,3,2,8,7,0,1,1,0
24.05,4,2,6,4,0,1,1,0
91.13,3,2,4,3,0,2,1,0
43.95,4,3,4,2,1,1,1,0
86.92,3,2,8,5,0,1,1,0
45.7,4,5,3,5,1,1,1,0
94.97,1,1,8,2,0,5,1,1
81.94,1,3,6,7,1,1,1,0
15.76,1,4,4,5,0,1,1,1
134.16,2,4,10,7,1,1,1,0
0.5,3,2,4,4,0,1,1,0
29.46,2,2,6,3,0,1,1,0
17.95,3,3,7,7,1,1,1,0
99.85,1,1,7,6,0,1,1,1
84.53,1,3,4,4,1,1,1,0
76.36,4,2,10,3,0,1,1,0
42.51,1,3,8,7,1,1,1,0
12.98,3,3,8,3,1,1,1,0
257.74,4,4,11,5,1,1,1,0
323.9,4,2,8,1,1,1,1,0
50,2,2,11,7,0,1,1,0
68.39,2,2,6,5,1,1,0,1
9.79,1,4,11,6,1,1,1,0
26.99,1,2,7,3,0,1,1,0
181.19,3,3,11,4,0,1,0,0
59.99,4,3,7,7,1,1,1,0
101.94,4,3,8,6,1,1,1,1
113.77,3,3,6,6,1,1,1,0
2.46,3,5,5,5,1,1,1,0
39.99,3,4,10,5,1,1,1,0
96.84,2,4,7,6,1,1,0,0
6.34,1,2,5,6,1,1,1,1
91.96,1,3,9,1,1,1,1,0
688.95,1,2,11,7,1,1,1,1
7.13,4,4,10,7,1,1,1,0
167.1,3,4,11,2,0,1,1,0
78.96,1,4,8,3,1,1,1,0
145.96,2,3,6,4,1,1,1,0
253.46,3,3,11,4,1,1,1,1
14.75,3,5,8,7,1,1,1,0
25.57,4,4,10,2,1,1,1,0
102.79,2,2,4,2,1,1,1,0
65.45,4,2,6,5,0,1,1,0
30.43,4,2,3,3,0,1,1,0
31.28,1,2,4,7,0,1,1,0
24.76,1,5,8,7,1,1,1,0
618.99,1,2,3,5,1,1,1,0
55.11,3,4,5,7,1,1,1,0
60.28,2,5,7,7,1,1,1,0
11.99,1,2,8,7,0,1,1,0
39.98,3,2,11,6,1,1,1,0
527.22,4,2,1,1,0,1,1,1
16.99,3,3,11,6,1,1,1,0
114.15,4,2,6,7,1,1,1,0
29.99,1,3,5,3,1,1,1,0
23.1,3,2,3,1,0,2,1,0
149.99,3,2,8,5,0,2,1,0
169.01,4,6,7,7,1,1,1,0
26,3,2,9,3,0,1,1,0
186.94,4,2,6,7,1,1,1,0
241.99,4,2,5,3,0,1,1,0
39.98,1,3,11,1,1,1,1,0
74.99,2,3,6,1,1,2,1,0
32.92,4,2,6,2,1,1,1,0
8.99,4,2,11,7,0,1,1,0
185.3,3,2,6,7,0,1,1,1
24.99,3,5,5,5,1,1,1,0
67.78,1,3,11,4,1,1,1,0
33.97,2,2,8,7,1,1,1,1
57.38,4,2,5,5,1,1,1,0
25.88,2,2,11,2,0,1,1,0
41.7,2,1,3,3,0,1,1,0
40.41,1,2,8,3,1,1,1,1
13.99,2,4,9,4,1,1,1,0
25,2,5,11,4,1,1,1,1
101.77,3,2,4,7,1,1,1,1
38.03,3,2,7,7,1,1,1,0
12,1,2,1,1,0,1,1,0
9.99,3,4,11,1,1,2,1,0
59.97,2,4,10,5,1,1,1,0
14.17,3,2,9,3,1,1,1,0
81.4,4,2,5,5,1,5,1,0
127.56,1,3,10,7,1,1,1,0
89.49,2,2,6,7,0,1,1,0
213.96,4,4,4,2,1,1,1,0
325.46,4,3,9,2,1,1,1,1
37.27,4,2,4,5,0,1,1,0
32.14,2,2,3,5,0,1,1,0
445.99,4,2,8,4,1,1,1,1
18.94,4,3,6,5,1,1,1,0
29.99,1,3,9,5,1,1,1,0
31,3,3,5,7,1,1,1,0
99.99,3,5,7,5,1,1,1,0
21.15,1,2,6,6,0,1,1,0
60,2,3,7,3,1,1,1,0
223.34,2,4,6,7,1,1,1,0
184.33,1,4,8,7,1,1,1,0
147.86,3,2,8,7,1,1,1,0
114.27,3,5,7,2,1,5,1,0
22.52,2,5,3,5,1,1,1,0
51.75,4,4,4,5,1,1,1,0
196.95,4,3,10,6,1,1,1,0
299.99,4,3,4,6,0,1,1,0
112.96,1,3,6,7,1,1,1,0
359,4,2,8,7,0,1,1,1
363.56,3,4,9,7,1,1,1,0
68.61,4,2,3,5,0,1,1,1
150.88,3,4,6,5,1,1,1,0
59.43,3,2,4,5,1,1,1,0
1.93,1,3,9,7,1,1,1,0
63.67,3,5,3,2,1,1,1,0
69.35,3,2,6,2,1,2,1,1
167.27,1,2,5,4,0,1,1,0
293.22,4,1,5,5,0,1,1,0
160.56,3,5,10,5,1,1,1,0
53.36,2,3,9,5,1,1,1,0
17.87,4,3,11,6,1,3,1,1
18.18,3,4,10,2,1,1,1,0
0.01,1,2,8,7,1,1,1,0
70.03,4,2,9,1,0,2,1,1
163.21,4,3,10,1,1,1,1,0
20.47,2,2,5,5,0,1,1,0
29.39,4,2,2,2,1,1,1,0
443.77,1,3,8,5,1,1,1,0
237.61,1,2,9,7,0,1,1,1
325.96,3,4,4,6,1,1,1,0
8.95,4,3,11,1,1,1,1,0
265.61,2,4,8,6,1,1,1,0
60.27,2,4,9,5,1,1,1,0
8,1,6,7,7,1,1,1,0
12.95,4,5,5,1,1,3,1,0
194.72,4,3,9,5,1,1,1,0
11.53,2,4,9,7,1,1,1,0
25.64,3,6,8,3,1,1,1,0
425.51,3,2,4,4,1,1,1,0
36.69,3,3,6,7,1,1,1,0
76.4,4,4,6,5,1,1,1,0
447.06,3,4,5,5,1,1,1,0
36.71,3,1,2,6,0,1,1,0
57.57,2,2,5,6,0,1,1,0
205.92,4,1,4,1,0,1,1,0
41.12,3,5,3,4,1,1,1,0
29.99,3,2,5,1,0,1,1,1
30.98,2,2,5,5,1,1,1,0
72.44,4,2,10,6,1,3,1,0
653.11,1,2,7,1,0,5,1,1
66.3,2,3,7,7,1,1,1,0
38.12,2,2,9,5,0,1,1,1
351.59,1,2,11,2,0,1,1,0
14.96,4,4,6,5,1,1,1,0
33,2,2,4,3,0,1,1,0
98.96,3,3,7,7,1,1,1,0
139.35,2,2,8,5,0,1,1,0
41.26,2,4,7,5,1,1,1,0
10.95,3,3,8,5,1,1,1,0
2.47,2,4,8,7,0,1,1,0
15.99,1,4,5,7,1,1,0,0
212.49,3,4,7,7,1,1,1,0
113.64,3,3,2,3,1,2,1,0
29.67,3,2,7,1,0,1,1,1
11.96,4,2,4,6,0,1,1,0
67.3,2,2,10,3,0,1,1,1
45.16,3,4,11,2,1,1,1,1
178.61,2,3,5,2,1,1,1,0
21.89,1,2,11,2,0,1,1,0
8.95,2,5,5,7,1,1,1,0
0.99,2,2,8,3,1,2,1,0
346.72,4,2,8,2,0,1,1,0
100.62,2,2,6,5,1,1,1,0
59.49,3,4,11,2,1,1,1,1
94.11,1,5,5,7,1,2,1,0
0.01,1,5,5,1,1,1,1,0
7.99,3,5,10,7,1,1,1,0
8.16,3,3,11,1,1,1,1,0
211.33,1,2,7,7,0,1,1,0
14.99,3,3,6,5,1,1,1,0
383.03,3,4,6,5,1,1,1,0
85.76,2,2,8,6,0,2,1,0
47.79,3,2,4,1,0,5,1,0
598.05,3,4,11,3,1,1,1,1
79.99,4,2,4,6,1,1,1,1
47.98,3,5,5,7,1,1,1,1
139.98,3,4,6,1,1,2,1,0
137.42,1,5,7,5,1,1,1,0
57.49,1,5,7,5,1,1,1,0
10.85,2,6,5,4,1,1,1,0
63.74,1,2,6,6,0,1,1,1
85.17,4,2,5,7,0,3,1,0
36.24,3,4,7,4,1,1,1,0
34.24,3,2,8,5,0,1,1,0
68.73,1,4,11,6,1,1,1,1
9.89,1,4,11,6,1,1,1,0
131.24,1,3,8,7,1,1,1,0
49.95,2,3,11,2,0,1,1,0
55.97,2,5,8,7,1,1,1,0
94.95,2,2,5,1,0,1,1,0
286.23,1,2,5,7,0,1,1,0
366.15,1,6,11,6,1,1,1,0
12.53,4,4,6,5,1,1,1,0
507.3,1,4,6,7,1,1,1,0
74.88,3,5,8,7,1,1,1,0
159.99,4,3,7,7,1,1,1,0
29.99,3,3,11,4,1,1,1,0
158.06,3,6,9,7,1,1,1,0
14.2,2,3,5,3,1,1,1,0
80,1,1,3,1,0,1,1,0
77.16,2,5,6,5,1,1,1,1
34.99,4,5,6,3,1,1,1,0
176.26,2,4,5,7,1,1,1,0
54.97,3,2,4,2,0,1,1,0
45,3,2,10,5,0,1,1,1
47.89,2,3,10,7,1,1,1,0
41.3,1,3,5,5,1,1,1,0
20.53,3,3,11,7,1,1,1,0
8.68,3,3,6,1,1,2,1,0
27.99,4,4,9,5,1,1,1,0
185.39,3,3,9,7,1,1,1,0
32.11,1,2,5,2,0,1,1,0
758.61,1,4,4,7,1,1,1,0
47.97,1,4,4,7,1,1,1,0
6.95,4,2,6,1,1,1,1,0
39.9,3,3,7,6,0,1,1,1
29.98,2,5,7,5,1,1,1,0
36.57,1,4,5,4,1,3,1,0
0.99,3,4,8,7,1,1,1,0
142.31,2,6,6,5,1,2,1,0
324.66,3,5,6,4,1,1,1,0
197.4,2,2,11,5,0,1,1,0
222.11,2,4,11,5,1,1,1,0
61.8,2,2,11,1,0,1,1,1
704,1,2,7,5,1,1,1,0
116.65,3,3,8,7,1,1,1,0
14.59,3,2,7,3,1,2,1,0
250.37,1,2,6,5,1,1,1,1
8.65,3,3,8,4,1,1,0,0
62.3,4,4,3,6,1,1,1,0
182.87,2,5,9,6,1,1,1,0
56,1,3,7,1,1,5,1,0
29.96,3,3,10,7,1,1,1,0
134.94,4,5,11,3,1,1,1,0
34.99,3,3,9,5,1,1,1,0
1.08,3,2,6,1,1,1,1,1
94.42,3,2,10,3,1,1,1,0
82.31,3,3,8,5,1,1,1,0
21.98,1,5,6,6,1,1,1,0
23.78,3,4,7,5,1,2,0,1
312.67,3,2,3,1,0,1,1,0
306.22,1,4,9,7,1,1,1,1
115.77,1,3,7,7,1,1,1,0
25.49,1,2,8,4,1,1,1,0
63.64,3,5,10,3,1,2,1,0
129.5,4,5,7,7,1,1,1,0
83.19,4,3,5,5,1,2,1,1
34.95,4,5,4,5,1,1,1,0
16.47,3,4,11,2,1,1,1,0
6.55,2,2,7,2,1,1,1,0
20.48,3,2,6,3,0,1,1,0
31.96,1,2,7,3,1,1,1,1
35.4,4,3,7,4,1,1,1,0
49.3,3,3,7,3,1,1,1,0
182.38,3,4,6,6,1,1,1,0
7.56,2,3,5,6,1,1,1,0
134.9,3,2,6,7,0,1,1,0
105.99,1,4,5,5,1,1,1,0
139.99,1,3,11,6,0,1,1,0
86.8,3,2,5,7,1,1,1,0
200.08,2,3,6,5,1,1,1,0
63.34,3,3,2,6,1,1,1,0
48.98,3,4,8,7,1,1,1,1
0.49,3,4,7,6,1,1,1,0
248.99,4,4,8,6,1,1,1,0
151.8,2,2,11,7,0,1,1,0
23.56,3,2,10,5,0,1,1,0
68.94,1,3,4,6,1,1,1,0
111.38,1,3,8,4,1,1,1,1
17.88,4,4,8,4,1,1,1,1
111.54,4,5,6,7,1,1,1,0
12.07,4,3,8,7,1,1,1,0
7.77,2,4,9,5,1,1,1,1
48,1,2,6,6,0,1,1,0
158.11,2,2,11,1,0,1,1,0
13.25,1,4,9,1,1,2,1,0
12.72,2,3,10,1,1,1,0,1
55.99,1,1,7,1,0,2,1,0
26.2,3,3,5,4,1,1,1,0
29.99,3,2,9,7,0,1,1,1
80.66,2,3,11,1,0,1,1,0
87.72,3,2,3,1,0,1,1,0
27.14,2,4,8,7,1,1,1,0
16.76,1,4,5,3,0,1,1,1
129.97,4,2,6,7,1,1,1,0
210.76,2,2,6,7,1,1,1,0
299.25,2,3,4,2,1,1,1,0
105.14,1,3,9,7,1,1,0,0
221.89,3,4,9,7,1,1,1,0
19,2,4,8,6,1,1,1,1
79.99,1,3,7,5,1,1,1,0
227.63,4,5,6,7,1,1,1,0
127.95,1,2,7,7,0,1,1,1
29.74,3,5,7,1,1,1,1,0
94.73,2,2,8,1,1,1,1,0
369.03,3,2,7,4,1,1,1,0
318.85,4,2,9,5,1,1,1,0
38.14,2,1,9,6,0,1,1,0
0.01,4,5,3,4,1,1,1,0
14.47,3,5,11,7,1,2,1,0
75.91,2,6,7,3,1,1,1,0
42.48,1,6,8,5,1,2,1,0
169.15,1,4,8,7,1,1,1,0
390.73,3,3,9,7,1,1,1,0
10.75,2,5,6,5,1,1,1,0
29.18,3,5,5,6,1,1,1,0
62.78,4,1,3,7,0,1,1,0
1625.19,1,2,4,7,0,1,1,0
250.3,4,6,3,6,1,1,1,0
47.35,2,3,10,5,1,1,1,0
49.29,3,4,6,6,1,1,1,0
30.74,2,2,11,6,0,1,1,0
18.65,2,1,8,4,0,1,1,1
642.94,3,3,7,3,1,1,1,0
970.78,4,2,11,3,0,1,1,1
86.07,1,2,10,1,0,1,1,0
212.77,3,4,11,5,0,1,1,1
15.59,2,4,3,4,1,1,1,1
49.49,2,3,7,7,1,1,0,0
49.62,3,5,11,7,1,1,1,0
272.8,3,3,7,1,1,1,1,0
206.49,3,3,7,6,1,1,1,0
48.93,1,3,8,7,1,1,1,0
63.18,2,2,4,1,1,1,1,0
193.59,2,2,4,3,1,1,1,0
12.99,1,3,8,6,1,1,1,1
326.8,1,3,7,4,1,1,1,0
19.79,3,2,5,6,0,1,1,0
45.98,3,5,9,5,1,1,1,0
19.15,2,1,8,1,0,1,1,0
35.46,3,2,11,6,0,1,1,0
1208.55,4,3,2,2,1,1,1,0
61.89,1,4,8,5,1,1,1,0
274.5,3,5,11,3,1,2,1,0
89.02,4,4,4,5,1,1,1,1
39.98,3,2,8,5,1,1,1,0
59.98,1,2,5,5,0,1,1,0
205.83,1,6,6,5,1,1,1,0
74.06,1,3,6,5,1,1,1,0
23.86,2,2,8,4,1,1,1,0
1000.4,2,4,2,6,1,1,1,0
6.99,1,1,3,5,0,1,1,0
1.98,2,4,9,7,1,1,1,0
21.69,4,3,10,1,1,1,1,0
0.15,3,6,4,6,1,1,1,0
109.24,4,4,6,1,1,1,1,0
27.93,2,3,4,6,1,1,1,0
72.41,3,3,4,5,1,1,1,1
73.24,3,2,11,5,0,1,1,0
0.99,4,2,6,4,1,1,1,1
31.19,2,6,7,5,1,1,1,1
911.47,4,4,7,7,1,5,1,0
143.06,2,2,11,1,1,1,1,0
24.95,3,2,9,5,0,1,1,0
49.98,3,5,9,7,1,1,1,0
72.69,4,3,8,7,1,1,1,0
153.86,3,3,8,6,1,1,1,1
577.62,1,3,8,7,1,1,1,0
84.2,1,4,6,4,1,1,1,1
25.16,4,2,9,6,0,1,1,0
350.27,1,6,7,7,1,1,1,0
17.99,1,2,8,5,1,2,1,0
51.95,2,4,8,7,1,1,1,0
214.95,3,2,8,1,0,1,1,0
49.77,4,5,3,1,1,5,1,0
78.27,3,3,4,3,1,1,1,0
